date,maximum,site,cluster,year,month,day
2016-08-29,41,Galveston 99th St. C1034/A320/X183,9,2016,8,29
2016-08-30,52,Galveston 99th St. C1034/A320/X183,9,2016,8,30
2016-08-31,52,Galveston 99th St. C1034/A320/X183,10,2016,8,31
2016-09-01,65,Lake Jackson C1016,10,2016,9,1
2016-09-02,66,Manvel Croix Park C84,15,2016,9,2
2016-09-03,78,U of H-Sugarland C696,15,2016,9,3
2016-09-04,50,Lang C408,0,2016,9,4
2016-09-05,31,Conroe Relocated C78/A321,0,2016,9,5
2016-09-06,52,UH WG Jones Forest C698,0,2016,9,6
2016-09-07,44,Conroe Relocated C78/A321,12,2016,9,7
2016-09-08,49,Conroe Relocated C78/A321,12,2016,9,8
2016-09-09,36,UH Smith Point C1606,13,2016,9,9
2016-09-10,39,UH Smith Point C1606,13,2016,9,10
2016-09-11,64,Clear Creek High School C571,12,2016,9,11
2016-09-12,64,Houston Bayland Park C53/A146,12,2016,9,12
2016-09-13,42,UH Moody Tower C695,1,2016,9,13
2016-09-14,60,U of H-Sugarland C696,4,2016,9,14
2016-09-15,54,Houston Westhollow C410/C3003,12,2016,9,15
2016-09-16,45,U of H-Sugarland C696,0,2016,9,16
2016-09-17,72,UH Smith Point C1606,0,2016,9,17
2016-09-18,46,UH Smith Point C1606,13,2016,9,18
2016-09-19,84,HRM-3 Haden Road C603/A114,13,2016,9,19
2016-09-20,53,Texas City 34th St. C620,12,2016,9,20
2016-09-21,77,U of H-Sugarland C696,12,2016,9,21
2016-09-22,54,Northwest Harris Co. C26/A110/X154,13,2016,9,22
2016-09-23,32,UH WG Jones Forest C698,1,2016,9,23
2016-09-24,28,UH WG Jones Forest C698,1,2016,9,24
2016-09-25,31,UH WG Jones Forest C698,1,2016,9,25
2016-09-26,44,Manvel Croix Park C84,5,2016,9,26
2016-09-27,52,Manvel Croix Park C84,10,2016,9,27
2016-09-28,81,Clear Creek High School C571,11,2016,9,28
2016-09-29,73,Lake Jackson C1016,14,2016,9,29
2016-09-30,66,Manvel Croix Park C84,12,2016,9,30
2017-06-01,36,Northwest Harris Co. C26/A110/X154,2,2017,6,1
2017-06-02,35,Northwest Harris Co. C26/A110/X154,3,2017,6,2
2017-06-03,45,Lang C408,3,2017,6,3
2017-06-04,44,UH WG Jones Forest C698,7,2017,6,4
2017-06-05,56,Galveston 99th St. C1034/A320/X183,7,2017,6,5
2017-06-06,56,Galveston 99th St. C1034/A320/X183,7,2017,6,6
2017-06-07,65,Manvel Croix Park C84,7,2017,6,7
2017-06-08,87,Manvel Croix Park C84,11,2017,6,8
2017-06-09,76,Northwest Harris Co. C26/A110/X154,7,2017,6,9
2017-06-10,65,Conroe Relocated C78/A321,7,2017,6,10
2017-06-11,51,UH WG Jones Forest C698,3,2017,6,11
2017-06-12,45,Northwest Harris Co. C26/A110/X154,1,2017,6,12
2017-06-13,34,UH WG Jones Forest C698,1,2017,6,13
2017-06-14,41,Conroe Relocated C78/A321,2,2017,6,14
2017-06-15,41,UH WG Jones Forest C698,0,2017,6,15
2017-06-16,37,UH WG Jones Forest C698,14,2017,6,16
2017-06-17,36,Conroe Relocated C78/A321,11,2017,6,17
2017-06-18,34,Conroe Relocated C78/A321,7,2017,6,18
2017-06-19,61,Houston Bayland Park C53/A146,7,2017,6,19
2017-06-20,44,Danciger C618,10,2017,6,20
2017-06-21,32,Danciger C618,11,2017,6,21
2017-06-22,37,Galveston 99th St. C1034/A320/X183,7,2017,6,22
2017-06-23,51,UH WG Jones Forest C698,7,2017,6,23
2017-06-24,46,Texas City 34th St. C620,15,2017,6,24
2017-06-25,36,U of H-Sugarland C696,12,2017,6,25
2017-06-26,50,U of H-Sugarland C696,12,2017,6,26
2017-06-27,40,Northwest Harris Co. C26/A110/X154,14,2017,6,27
2017-06-28,37,Houston Westhollow C410/C3003,6,2017,6,28
2017-06-29,35,Conroe Relocated C78/A321,2,2017,6,29
2017-06-30,36,Conroe Relocated C78/A321,0,2017,6,30
2017-07-01,36,Conroe Relocated C78/A321,8,2017,7,1
2017-07-02,40,Conroe Relocated C78/A321,12,2017,7,2
2017-07-03,39,Conroe Relocated C78/A321,12,2017,7,3
2017-07-04,37,Conroe Relocated C78/A321,12,2017,7,4
2017-07-05,43,UH WG Jones Forest C698,12,2017,7,5
2017-07-06,54,Northwest Harris Co. C26/A110/X154,12,2017,7,6
2017-07-07,50,Houston Aldine C8/AF108/X150,12,2017,7,7
2017-07-08,44,Houston Aldine C8/AF108/X150,12,2017,7,8
2017-07-09,41,Galveston 99th St. C1034/A320/X183,12,2017,7,9
2017-07-10,42,Seabrook Friendship Park C45,12,2017,7,10
2017-07-11,36,Conroe Relocated C78/A321,8,2017,7,11
2017-07-12,38,UH WG Jones Forest C698,0,2017,7,12
2017-07-13,46,UH WG Jones Forest C698,8,2017,7,13
2017-07-14,59,Seabrook Friendship Park C45,12,2017,7,14
2017-07-15,41,Galveston 99th St. C1034/A320/X183,12,2017,7,15
2017-07-16,60,Houston Bayland Park C53/A146,12,2017,7,16
2017-07-17,55,Northwest Harris Co. C26/A110/X154,14,2017,7,17
2017-07-18,58,UH WG Jones Forest C698,9,2017,7,18
2017-07-19,56,UH WG Jones Forest C698,12,2017,7,19
2017-07-20,57,Seabrook Friendship Park C45,12,2017,7,20
2017-07-21,50,Crosby Library C553,12,2017,7,21
2017-07-22,35,Conroe Relocated C78/A321,12,2017,7,22
2017-07-23,31,Conroe Relocated C78/A321,8,2017,7,23
2017-07-24,37,Crosby Library C553,14,2017,7,24
2017-07-25,47,Conroe Relocated C78/A321,12,2017,7,25
2017-07-26,50,Conroe Relocated C78/A321,12,2017,7,26
2017-07-27,57,Conroe Relocated C78/A321,12,2017,7,27
2017-07-28,47,Houston Aldine C8/AF108/X150,12,2017,7,28
2017-07-29,49,Houston Aldine C8/AF108/X150,14,2017,7,29
2017-07-30,52,Manvel Croix Park C84,13,2017,7,30
2017-07-31,71,Danciger C618,12,2017,7,31
2017-08-01,66,U of H-Sugarland C696,12,2017,8,1
2017-08-02,44,Texas City 34th St. C620,13,2017,8,2
2017-08-03,67,U of H-Sugarland C696,12,2017,8,3
2017-08-04,78,Seabrook Friendship Park C45,12,2017,8,4
2017-08-05,44,Conroe Relocated C78/A321,12,2017,8,5
2017-08-06,23,Conroe Relocated C78/A321,0,2017,8,6
2017-08-07,34,Texas City 34th St. C620,15,2017,8,7
2017-08-08,42,Channelview C15/AH115,15,2017,8,8
2017-08-09,59,Wallisville Road C617,14,2017,8,9
2017-08-10,41,Houston Aldine C8/AF108/X150,12,2017,8,10
2017-08-11,39,Crosby Library C553,12,2017,8,11
2017-08-12,43,Crosby Library C553,12,2017,8,12
2017-08-13,30,Conroe Relocated C78/A321,13,2017,8,13
2017-08-14,39,Conroe Relocated C78/A321,15,2017,8,14
2017-08-15,31,Conroe Relocated C78/A321,2,2017,8,15
2017-08-16,36,Conroe Relocated C78/A321,0,2017,8,16
2017-08-17,37,Conroe Relocated C78/A321,0,2017,8,17
2017-08-18,45,Houston Aldine C8/AF108/X150,12,2017,8,18
2017-08-19,51,Baytown Garth C1017,12,2017,8,19
2017-08-20,46,Houston Aldine C8/AF108/X150,13,2017,8,20
2017-08-21,63,Northwest Harris Co. C26/A110/X154,8,2017,8,21
2017-08-22,65,Clinton C403/C304/AH113,12,2017,8,22
2017-08-23,56,U of H-Sugarland C696,12,2017,8,23
2017-08-24,56,U of H-Sugarland C696,11,2017,8,24
2017-08-25,29,Texas City 34th St. C620,3,2017,8,25
2017-08-26,32,Texas City 34th St. C620,1,2017,8,26
2017-08-27,32,Texas City 34th St. C620,14,2017,8,27
2017-08-28,34,Northwest Harris Co. C26/A110/X154,11,2017,8,28
2017-08-29,35,Northwest Harris Co. C26/A110/X154,11,2017,8,29
2017-08-30,46,U of H-Sugarland C696,11,2017,8,30
2017-08-31,57,Crosby Library C553,11,2017,8,31
2017-09-01,96,Houston Bayland Park C53/A146,11,2017,9,1
2017-09-02,77,Clinton C403/C304/AH113,15,2017,9,2
2017-09-03,78,Clinton C403/C304/AH113,12,2017,9,3
2017-09-04,74,Northwest Harris Co. C26/A110/X154,12,2017,9,4
2017-09-05,71,Clear Brook High School C570,15,2017,9,5
2017-09-06,49,Danciger C618,15,2017,9,6
2017-09-07,63,Manvel Croix Park C84,11,2017,9,7
2017-09-08,82,U of H-Sugarland C696,15,2017,9,8
2017-09-09,65,Manvel Croix Park C84,14,2017,9,9
2017-09-10,60,Manvel Croix Park C84,14,2017,9,10
2017-09-11,60,Manvel Croix Park C84,14,2017,9,11
2017-09-12,89,Seabrook Friendship Park C45,11,2017,9,12
2017-09-13,73,Crosby Library C553,7,2017,9,13
2017-09-14,85,UH WG Jones Forest C698,7,2017,9,14
2017-09-15,66,UH WG Jones Forest C698,6,2017,9,15
2017-09-16,66,Houston Aldine C8/AF108/X150,2,2017,9,16
2017-09-17,58,Houston Aldine C8/AF108/X150,0,2017,9,17
2017-09-18,30,Conroe Relocated C78/A321,0,2017,9,18
2017-09-19,42,Conroe Relocated C78/A321,15,2017,9,19
2017-09-20,38,Conroe Relocated C78/A321,2,2017,9,20
2017-09-21,42,Texas City 34th St. C620,1,2017,9,21
2017-09-22,66,Northwest Harris Co. C26/A110/X154,2,2017,9,22
2017-09-23,65,Northwest Harris Co. C26/A110/X154,3,2017,9,23
2017-09-24,57,Northwest Harris Co. C26/A110/X154,3,2017,9,24
2017-09-25,53,Northwest Harris Co. C26/A110/X154,3,2017,9,25
2017-09-26,54,Northwest Harris Co. C26/A110/X154,3,2017,9,26
2017-09-27,63,Houston Westhollow C410/C3003,3,2017,9,27
2017-09-28,54,Manvel Croix Park C84,3,2017,9,28
2017-09-29,69,Manvel Croix Park C84,6,2017,9,29
2017-09-30,78,Manvel Croix Park C84,10,2017,9,30
2018-06-01,64,Conroe Relocated C78/A321,10,2018,6,1
2018-06-02,51,Conroe Relocated C78/A321,14,2018,6,2
2018-06-03,54,Houston Aldine C8/AF108/X150,13,2018,6,3
2018-06-04,66,Baytown Garth C1017,12,2018,6,4
2018-06-05,48,Houston Aldine C8/AF108/X150,15,2018,6,5
2018-06-06,65,UH WG Jones Forest C698,11,2018,6,6
2018-06-07,67,Conroe Relocated C78/A321,11,2018,6,7
2018-06-08,76,UH WG Jones Forest C698,14,2018,6,8
2018-06-09,43,Conroe Relocated C78/A321,12,2018,6,9
2018-06-10,28,Conroe Relocated C78/A321,0,2018,6,10
2018-06-11,36,Conroe Relocated C78/A321,2,2018,6,11
2018-06-12,49,Conroe Relocated C78/A321,2,2018,6,12
2018-06-13,59,Conroe Relocated C78/A321,6,2018,6,13
2018-06-14,47,Conroe Relocated C78/A321,5,2018,6,14
2018-06-15,46,Conroe Relocated C78/A321,1,2018,6,15
2018-06-16,40,UH WG Jones Forest C698,3,2018,6,16
2018-06-17,27,Houston Westhollow C410/C3003,2,2018,6,17
2018-06-18,29,Northwest Harris Co. C26/A110/X154,1,2018,6,18
2018-06-19,26,UH Smith Point C1606,0,2018,6,19
2018-06-20,23,Galveston 99th St. C1034/A320/X183,2,2018,6,20
2018-06-21,51,Conroe Relocated C78/A321,11,2018,6,21
2018-06-22,40,Houston Aldine C8/AF108/X150,11,2018,6,22
2018-06-23,37,Conroe Relocated C78/A321,7,2018,6,23
2018-06-24,31,Conroe Relocated C78/A321,2,2018,6,24
2018-06-25,27,Crosby Library C553,1,2018,6,25
2018-06-26,50,Conroe Relocated C78/A321,0,2018,6,26
2018-06-27,49,Conroe Relocated C78/A321,12,2018,6,27
2018-06-28,43,Conroe Relocated C78/A321,8,2018,6,28
2018-06-29,40,Conroe Relocated C78/A321,0,2018,6,29
2018-06-30,36,Conroe Relocated C78/A321,0,2018,6,30
2018-07-01,39,Conroe Relocated C78/A321,0,2018,7,1
2018-07-02,56,Conroe Relocated C78/A321,12,2018,7,2
2018-07-03,52,Crosby Library C553,8,2018,7,3
2018-07-04,32,UH Smith Point C1606,8,2018,7,4
2018-07-05,48,Lang C408,12,2018,7,5
2018-07-06,59,Houston Croquet C409,12,2018,7,6
2018-07-07,53,Houston Westhollow C410/C3003,12,2018,7,7
2018-07-08,43,Conroe Relocated C78/A321,12,2018,7,8
2018-07-09,32,UH Smith Point C1606,12,2018,7,9
2018-07-10,65,UH WG Jones Forest C698,12,2018,7,10
2018-07-11,58,Baytown Garth C1017,12,2018,7,11
2018-07-12,50,Conroe Relocated C78/A321,12,2018,7,12
2018-07-13,50,Conroe Relocated C78/A321,12,2018,7,13
2018-07-14,39,Conroe Relocated C78/A321,12,2018,7,14
2018-07-15,33,Crosby Library C553,12,2018,7,15
2018-07-16,48,Crosby Library C553,12,2018,7,16
2018-07-17,50,Baytown Garth C1017,12,2018,7,17
2018-07-18,51,Baytown Garth C1017,12,2018,7,18
2018-07-19,55,Crosby Library C553,12,2018,7,19
2018-07-20,56,Houston Aldine C8/AF108/X150,12,2018,7,20
2018-07-21,50,Crosby Library C553,12,2018,7,21
2018-07-22,52,Wallisville Road C617,12,2018,7,22
2018-07-23,81,Wallisville Road C617,12,2018,7,23
2018-07-24,73,Houston Croquet C409,12,2018,7,24
2018-07-25,72,Park Place C416,12,2018,7,25
2018-07-26,107,Galveston 99th St. C1034/A320/X183,12,2018,7,26
2018-07-27,109,Houston Aldine C8/AF108/X150,12,2018,7,27
2018-07-28,86,Houston Aldine C8/AF108/X150,12,2018,7,28
2018-07-29,71,Wallisville Road C617,12,2018,7,29
2018-07-30,64,Wallisville Road C617,12,2018,7,30
2018-07-31,49,Conroe Relocated C78/A321,13,2018,7,31
2018-08-01,96,Texas City 34th St. C620,14,2018,8,1
2018-08-02,78,Manvel Croix Park C84,14,2018,8,2
2018-08-03,76,Houston Westhollow C410/C3003,13,2018,8,3
2018-08-04,42,Conroe Relocated C78/A321,8,2018,8,4
2018-08-05,58,Northwest Harris Co. C26/A110/X154,8,2018,8,5
2018-08-06,45,Conroe Relocated C78/A321,12,2018,8,6
2018-08-07,39,Conroe Relocated C78/A321,12,2018,8,7
2018-08-08,41,UH West Liberty C699,8,2018,8,8
2018-08-09,33,Conroe Relocated C78/A321,8,2018,8,9
2018-08-10,43,Wallisville Road C617,12,2018,8,10
2018-08-11,30,Conroe Relocated C78/A321,12,2018,8,11
2018-08-12,23,Conroe Relocated C78/A321,8,2018,8,12
2018-08-13,45,Conroe Relocated C78/A321,0,2018,8,13
2018-08-14,46,Conroe Relocated C78/A321,0,2018,8,14
2018-08-15,45,Conroe Relocated C78/A321,0,2018,8,15
2018-08-16,40,Conroe Relocated C78/A321,12,2018,8,16
2018-08-17,43,Conroe Relocated C78/A321,12,2018,8,17
2018-08-18,38,Wallisville Road C617,12,2018,8,18
2018-08-19,33,Conroe Relocated C78/A321,12,2018,8,19
2018-08-20,36,Wallisville Road C617,15,2018,8,20
2018-08-21,50,Wallisville Road C617,12,2018,8,21
2018-08-22,74,Texas City 34th St. C620,12,2018,8,22
2018-08-23,100,UH Moody Tower C695,12,2018,8,23
2018-08-24,91,Houston Aldine C8/AF108/X150,12,2018,8,24
2018-08-25,77,Northwest Harris Co. C26/A110/X154,4,2018,8,25
2018-08-26,55,Houston Aldine C8/AF108/X150,12,2018,8,26
2018-08-27,48,Conroe Relocated C78/A321,12,2018,8,27
2018-08-28,40,Conroe Relocated C78/A321,0,2018,8,28
2018-08-29,40,Conroe Relocated C78/A321,8,2018,8,29
2018-08-30,55,Northwest Harris Co. C26/A110/X154,12,2018,8,30
2018-08-31,65,Houston Westhollow C410/C3003,13,2018,8,31
2018-09-01,55,Houston Westhollow C410/C3003,1,2018,9,1
2018-09-02,30,UH Smith Point C1606,1,2018,9,2
2018-09-03,28,Galveston 99th St. C1034/A320/X183,1,2018,9,3
2018-09-04,35,Northwest Harris Co. C26/A110/X154,1,2018,9,4
2018-09-05,48,Northwest Harris Co. C26/A110/X154,1,2018,9,5
2018-09-06,51,UH WG Jones Forest C698,8,2018,9,6
2018-09-07,37,Conroe Relocated C78/A321,8,2018,9,7
2018-09-08,34,Conroe Relocated C78/A321,10,2018,9,8
2018-09-09,38,Wallisville Road C617,7,2018,9,9
2018-09-10,30,Wallisville Road C617,7,2018,9,10
2018-09-11,30,Texas City 34th St. C620,7,2018,9,11
2018-09-12,40,Northwest Harris Co. C26/A110/X154,6,2018,9,12
2018-09-13,32,Galveston 99th St. C1034/A320/X183,5,2018,9,13
2018-09-14,28,Oyster Creek C1607,5,2018,9,14
2018-09-15,43,Northwest Harris Co. C26/A110/X154,5,2018,9,15
2018-09-16,74,Lynchburg Ferry C1015/A165,5,2018,9,16
2018-09-17,88,Hou.DeerPrk2 C35/235/1001/AFH139FP239,10,2018,9,17
2018-09-18,93,UH Smith Point C1606,5,2018,9,18
2018-09-19,77,UH WG Jones Forest C698,1,2018,9,19
2018-09-20,43,Conroe Relocated C78/A321,2,2018,9,20
2018-09-21,24,Conroe Relocated C78/A321,0,2018,9,21
2018-09-22,22,Monitoring_Site,13,2018,9,22
2018-09-23,53,Wallisville Road C617,10,2018,9,23
2018-09-24,60,Wallisville Road C617,2,2018,9,24
2018-09-25,42,Conroe Relocated C78/A321,2,2018,9,25
2018-09-26,29,Wallisville Road C617,0,2018,9,26
2018-09-27,38,Oyster Creek C1607,15,2018,9,27
2018-09-28,40,Houston Westhollow C410/C3003,11,2018,9,28
2018-09-29,29,Monitoring_Site,0,2018,9,29
2018-09-30,35,Northwest Harris Co. C26/A110/X154,0,2018,9,30
2019-06-01,81,Houston Aldine C8/AF108/X150,7,2019,6,1
2019-06-02,57,UH West Liberty C699,7,2019,6,2
2019-06-03,72,Houston Aldine C8/AF108/X150,3,2019,6,3
2019-06-04,55,UH WG Jones Forest C698,2,2019,6,4
2019-06-05,26,Tom Bass C558,2,2019,6,5
2019-06-06,68,Baytown Garth C1017,3,2019,6,6
2019-06-07,59,Houston Aldine C8/AF108/X150,7,2019,6,7
2019-06-08,81,Galveston 99th St. C1034/A320/X183,7,2019,6,8
2019-06-09,93,UH Moody Tower C695,11,2019,6,9
2019-06-10,63,Lake Jackson C1016,12,2019,6,10
2019-06-11,83,Houston Croquet C409,12,2019,6,11
2019-06-12,91,Houston Bayland Park C53/A146,15,2019,6,12
2019-06-13,81,Galveston 99th St. C1034/A320/X183,15,2019,6,13
2019-06-14,83,Conroe Relocated C78/A321,15,2019,6,14
2019-06-15,33,Tom Bass C558,0,2019,6,15
2019-06-16,45,Galveston 99th St. C1034/A320/X183,1,2019,6,16
2019-06-17,81,Houston Aldine C8/AF108/X150,2,2019,6,17
2019-06-18,63,Baytown Garth C1017,11,2019,6,18
2019-06-19,37,UH West Liberty C699,15,2019,6,19
2019-06-20,27,Conroe Relocated C78/A321,11,2019,6,20
2019-06-21,32,Conroe Relocated C78/A321,0,2019,6,21
2019-06-22,29,Conroe Relocated C78/A321,0,2019,6,22
2019-06-23,31,Conroe Relocated C78/A321,0,2019,6,23
2019-06-24,59,UH WG Jones Forest C698,0,2019,6,24
2019-06-25,33,Conroe Relocated C78/A321,1,2019,6,25
2019-06-26,27,UH WG Jones Forest C698,0,2019,6,26
2019-06-27,32,Conroe Relocated C78/A321,12,2019,6,27
2019-06-28,55,Houston Aldine C8/AF108/X150,12,2019,6,28
2019-06-29,40,Galveston 99th St. C1034/A320/X183,12,2019,6,29
2019-06-30,59,Lynchburg Ferry C1015/A165,12,2019,6,30
2019-07-01,57,UH WG Jones Forest C698,12,2019,7,1
2019-07-02,40,UH WG Jones Forest C698,0,2019,7,2
2019-07-03,43,Conroe Relocated C78/A321,0,2019,7,3
2019-07-04,31,Conroe Relocated C78/A321,0,2019,7,4
2019-07-05,47,Conroe Relocated C78/A321,8,2019,7,5
2019-07-06,61,Channelview C15/AH115,12,2019,7,6
2019-07-07,52,Baytown Garth C1017,12,2019,7,7
2019-07-08,39,Conroe Relocated C78/A321,12,2019,7,8
2019-07-09,49,UH WG Jones Forest C698,13,2019,7,9
2019-07-10,66,Houston Aldine C8/AF108/X150,12,2019,7,10
2019-07-11,66,Galveston 99th St. C1034/A320/X183,12,2019,7,11
2019-07-12,62,Oyster Creek C1607,14,2019,7,12
2019-07-13,46,Texas City 34th St. C620,10,2019,7,13
2019-07-14,41,Channelview C15/AH115,14,2019,7,14
2019-07-15,31,UH WG Jones Forest C698,12,2019,7,15
2019-07-16,35,Conroe Relocated C78/A321,12,2019,7,16
2019-07-17,38,UH WG Jones Forest C698,12,2019,7,17
2019-07-18,43,Conroe Relocated C78/A321,12,2019,7,18
2019-07-19,44,Conroe Relocated C78/A321,8,2019,7,19
2019-07-20,43,Conroe Relocated C78/A321,8,2019,7,20
2019-07-21,33,Houston Aldine C8/AF108/X150,4,2019,7,21
2019-07-22,36,Houston Aldine C8/AF108/X150,13,2019,7,22
2019-07-23,47,Lake Jackson C1016,13,2019,7,23
2019-07-24,66,Danciger C618,13,2019,7,24
2019-07-25,82,Tom Bass C558,13,2019,7,25
2019-07-26,81,Katy Park C559,12,2019,7,26
2019-07-27,64,Houston Westhollow C410/C3003,12,2019,7,27
2019-07-28,35,West Houston C554,12,2019,7,28
2019-07-29,33,Huffman Wolf Road C563,12,2019,7,29
2019-07-30,36,Wallisville Road C617,12,2019,7,30
2019-07-31,56,Lang C408,12,2019,7,31
2019-08-01,73,Houston Bayland Park C53/A146,12,2019,8,1
2019-08-02,70,Park Place C416,12,2019,8,2
2019-08-03,64,Hou.DeerPrk2 C35/235/1001/AFH139FP239,13,2019,8,3
2019-08-04,50,Houston Aldine C8/AF108/X150,13,2019,8,4
2019-08-05,60,Houston Aldine C8/AF108/X150,13,2019,8,5
2019-08-06,47,Conroe Relocated C78/A321,12,2019,8,6
2019-08-07,40,Huffman Wolf Road C563,13,2019,8,7
2019-08-08,50,West Houston C554,13,2019,8,8
2019-08-09,49,West Houston C554,12,2019,8,9
2019-08-10,40,Huffman Wolf Road C563,12,2019,8,10
2019-08-11,39,UH WG Jones Forest C698,12,2019,8,11
2019-08-12,51,Huffman Wolf Road C563,12,2019,8,12
2019-08-13,51,Houston Aldine C8/AF108/X150,12,2019,8,13
2019-08-14,59,Hou.DeerPrk2 C35/235/1001/AFH139FP239,12,2019,8,14
2019-08-15,107,Hou.DeerPrk2 C35/235/1001/AFH139FP239,12,2019,8,15
2019-08-16,68,Houston Aldine C8/AF108/X150,12,2019,8,16
2019-08-17,34,Conroe Relocated C78/A321,12,2019,8,17
2019-08-18,29,Conroe Relocated C78/A321,0,2019,8,18
2019-08-19,45,Conroe Relocated C78/A321,8,2019,8,19
2019-08-20,40,Huffman Wolf Road C563,12,2019,8,20
2019-08-21,41,UH WG Jones Forest C698,12,2019,8,21
2019-08-22,50,Northwest Harris Co. C26/A110/X154,8,2019,8,22
2019-08-23,33,Katy Park C559,0,2019,8,23
2019-08-24,49,Houston Bayland Park C53/A146,0,2019,8,24
2019-08-25,32,Wallisville Road C617,13,2019,8,25
2019-08-26,37,Conroe Relocated C78/A321,15,2019,8,26
2019-08-27,48,Conroe Relocated C78/A321,15,2019,8,27
2019-08-28,54,UH Moody Tower C695,13,2019,8,28
2019-08-29,70,Northwest Harris Co. C26/A110/X154,12,2019,8,29
2019-08-30,61,Meyer Park C561,12,2019,8,30
2019-08-31,76,Houston Bayland Park C53/A146,12,2019,8,31
2019-09-01,64,Galveston 99th St. C1034/A320/X183,13,2019,9,1
2019-09-02,48,Danciger C618,13,2019,9,2
2019-09-03,50,Houston Bayland Park C53/A146,13,2019,9,3
2019-09-04,68,Houston Bayland Park C53/A146,9,2019,9,4
2019-09-05,93,Houston Aldine C8/AF108/X150,12,2019,9,5
2019-09-06,85,Houston Aldine C8/AF108/X150,12,2019,9,6
2019-09-07,77,Huffman Wolf Road C563,12,2019,9,7
2019-09-08,58,Conroe Relocated C78/A321,12,2019,9,8
2019-09-09,63,Conroe Relocated C78/A321,0,2019,9,9
2019-09-10,54,UH WG Jones Forest C698,0,2019,9,10
2019-09-11,46,Northwest Harris Co. C26/A110/X154,0,2019,9,11
2019-09-12,58,Northwest Harris Co. C26/A110/X154,8,2019,9,12
2019-09-13,69,Houston Bayland Park C53/A146,8,2019,9,13
2019-09-14,65,Houston Bayland Park C53/A146,12,2019,9,14
2019-09-15,57,Houston Bayland Park C53/A146,12,2019,9,15
2019-09-16,43,Texas City 34th St. C620,8,2019,9,16
2019-09-17,40,Texas City 34th St. C620,0,2019,9,17
2019-09-18,39,Galveston 99th St. C1034/A320/X183,0,2019,9,18
2019-09-19,31,Houston Bayland Park C53/A146,4,2019,9,19
2019-09-20,43,Texas City 34th St. C620,1,2019,9,20
2019-09-21,43,Northwest Harris Co. C26/A110/X154,0,2019,9,21
2019-09-22,41,UH WG Jones Forest C698,0,2019,9,22
2019-09-23,42,Northwest Harris Co. C26/A110/X154,13,2019,9,23
2019-09-24,65,Northwest Harris Co. C26/A110/X154,13,2019,9,24
2019-09-25,67,UH WG Jones Forest C698,6,2019,9,25
2019-09-26,78,West Houston C554,11,2019,9,26
2019-09-27,39,Conroe Relocated C78/A321,7,2019,9,27
2019-09-28,49,UH WG Jones Forest C698,3,2019,9,28
2019-09-29,46,UH WG Jones Forest C698,2,2019,9,29
2019-09-30,41,UH WG Jones Forest C698,0,2019,9,30
,,,cluster,,,